64454.9423 	DATA 	Mouse: wheel shift=(0,4), pos=(0,0)
64458.6727 	EXP 	Created sentenceCounter = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.025, italic=False, languageStyle='LTR', name='sentenceCounter', opacity=1.0, ori=0, pos=array([ 0. , -0.4]), rgb=array([0., 0., 0.]), text='Any text\n\nincluding line breaks', units='height', win=Window(...), wrapWidth=1.3)
64459.0979 	DATA 	Mouse: wheel shift=(0,-1), pos=(900,199)
64459.1083 	EXP 	unnamed RatingScale: flipVert = False
64459.1083 	EXP 	unnamed RatingScale: autoLog = True
64459.1083 	EXP 	Instructions_text: text = 'Здравствуйте!\n\nВ этом эксперименте вы увидите 24 коротких текста. В некоторых из них может быть:\n\n   1 — каламбур (шутка, основанная на сходных или одинаковых по звучанию, но разных по значению словах),\n   2 — ирония (высказывание, истинный смысл которого противоположен подразумеваемому),\n   3 — метафора (скрытое образное сравнение двух предметов)\n\n...или ничего из вышеперечисленного\n(текст в прямом смысле).'
64459.1083 	EXP 	Instructions_text: autoDraw = True
64459.1083 	EXP 	text: text = '<<Чтобы перейти к следующему слайду, нажмите стрелку вправо.>>\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 1 из 10>>'
64459.1083 	EXP 	text: autoDraw = True
64471.6830 	DATA 	Keypress: right
64471.7902 	EXP 	text: autoDraw = True
64471.7902 	EXP 	Instructions_text: text = '\n\n\nВ этом эксперименте нет правильных и неправильных ответов.\n\nМы не проверяем ничего: нам интересно ваше мнение.'
64471.7902 	EXP 	Instructions_text: autoDraw = True
64471.7902 	EXP 	text: text = '<<Чтобы перейти к следующему слайду, нажмите стрелку вправо.>>\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 2 из 10>>'
64471.7902 	EXP 	text: autoDraw = True
64473.1951 	DATA 	Keypress: right
64473.4569 	EXP 	Instructions_text: text = 'Тексты будут появляться на экране слово за словом.\n\nВы сами управляете переходом к следующему слову с помощью стрелки вправо, а к следующему тексту — с помощью клавиши "пробел".\n\nКогда предложение будет показано полностью, появится сообщение "Предложение закончено".\n\nВернуться назад к предыдущему слову или предложению нельзя.'
64473.4569 	EXP 	Instructions_text: autoDraw = True
64473.4569 	EXP 	text: text = '<<Чтобы перейти к следующему слайду, нажмите стрелку вправо.>>\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 3 из 10>>'
64473.4569 	EXP 	text: autoDraw = True
64475.4021 	DATA 	Keypress: right
64475.6402 	EXP 	Instructions_text: text = 'Каждый раз, когда появляется новое слово, подумайте, не возникли ли в тексте КАЛАМБУР, ИРОНИЯ или МЕТАФОРА.\n\nНе торопитесь открывать следующее слово или предложение целиком: нам важно понять, на каком слове вы определили, что в тексте есть КАЛАМБУР, ИРОНИЯ или МЕТАФОРА.'
64475.6402 	EXP 	Instructions_text: autoDraw = True
64475.6402 	EXP 	text: text = '<<Чтобы перейти к следующему слайду, нажмите стрелку вправо.>>\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 4 из 10>>'
64475.6402 	EXP 	text: autoDraw = True
64477.5239 	DATA 	Keypress: right
64477.7570 	EXP 	Instructions_text: text = 'Если вы прочитали очередное слово и решили, что в тексте появился\n\n                   КАЛАМБУР, нажмите "1",\n                   ИРОНИЯ,   нажмите "2",\n                   МЕТАФОРА, нажмите "3".\n\nТекст окрасится в цвет, характерный для одного из этих явлений речи.\n\nЗапоминать цифры не надо: на экране постоянно будет подсказка.'
64477.7570 	EXP 	Instructions_text: autoDraw = True
64477.7570 	EXP 	text: text = '<<Чтобы перейти к следующему слайду, нажмите стрелку вправо.>>\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 5 из 10>>'
64477.7570 	EXP 	text: autoDraw = True
64479.9385 	DATA 	Keypress: right
64480.2573 	EXP 	Instructions_text: text = '\nНапример, когда в тексте\n\n       “Гестаповцы обложили все выходы, \n       но Штирлиц вышел через вход.”\n\nпоявляется слово ВХОД, вы можете решить, что перед вами КАЛАМБУР и нажать "1".\n\nЕсли вы указали, что в тексте есть КАЛАМБУР на слове ШТИРЛИЦ,  то другие слова, которые относят текст к КАЛАМБУРУ ("1"), такие как, ВХОД, отмечать не надо.'
64480.2573 	EXP 	Instructions_text: autoDraw = True
64480.2573 	EXP 	text: text = '<<Чтобы перейти к следующему слайду, нажмите стрелку вправо.>>\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 6 из 10>>'
64480.2573 	EXP 	text: autoDraw = True
64482.8197 	DATA 	Keypress: right
64483.1236 	EXP 	Instructions_text: text = '\t\t\t\tМожно изменить свое решение.\n\nЕсли на одном из слов ранее вы нажали "1", "2" или "3", а затем появилось слово, которое заставило вас поменять решение, нажмите клавишу с другим номером.\n\nЕсли на одном из слов ранее вы нажали "1", "2" или "3", а затем на каком-то из слов передумали и считаете, что текст не принадлежит ни одному из классов, можно "обнулить" выбор, нажав “0”.'
64483.1236 	EXP 	Instructions_text: autoDraw = True
64483.1236 	EXP 	text: text = '<<Чтобы перейти к следующему слайду, нажмите стрелку вправо.>>\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 7 из 10>>'
64483.1236 	EXP 	text: autoDraw = True
64484.2903 	DATA 	Keypress: right
64484.5234 	EXP 	Instructions_text: text = 'Например, в тексте\n\n        "Чак Норрис досчитал до 98. Дважды"\n\nПрочитав слово НОРРИС, вы, возможно, подумали, что сейчас будет КАЛАМБУР и нажали "1". Но увидев "98", вы поняли, что перед вами текст в прямом смысле, и тогда, чтобы обнулить свой выбор, вы можете нажать "0".'
64484.5234 	EXP 	Instructions_text: autoDraw = True
64484.5234 	EXP 	text: text = '<<Чтобы перейти к следующему слайду, нажмите стрелку вправо.>>\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 8 из 10>>'
64484.5234 	EXP 	text: autoDraw = True
64486.5786 	DATA 	Keypress: right
64486.7570 	EXP 	Instructions_text: text = 'Если, прочитав весь текст, вы затрудняетесь с уверенностью сказать, есть ли в нем КАЛАМБУР, ИРОНИЯ или МЕТАФОРА или смысл текста прямой, вы сможете указать на это перед переходом к следующему отрывку, нажав "8".'
64486.7570 	EXP 	Instructions_text: autoDraw = True
64486.7570 	EXP 	text: text = '<<Чтобы перейти к следующему слайду, нажмите стрелку вправо.>>\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 9 из 10>>'
64486.7570 	EXP 	text: autoDraw = True
64487.3305 	DATA 	Keypress: right
64487.4233 	EXP 	Instructions_text: text = '        Давайте попрактикуемся!\n\n  Чтобы перейти к следующей части эксперимента, нажмите “пробел”.'
64487.4233 	EXP 	Instructions_text: autoDraw = True
64487.4233 	EXP 	text: text = '<<Чтобы перейти к следующему слайду, нажмите стрелку вправо.>>\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.4233 	EXP 	text: autoDraw = True
64487.4570 	EXP 	Instructions_text: autoDraw = True
64487.4570 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.4570 	EXP 	text: autoDraw = True
64487.4736 	EXP 	Instructions_text: autoDraw = True
64487.4736 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.4736 	EXP 	text: autoDraw = True
64487.4902 	EXP 	Instructions_text: autoDraw = True
64487.4902 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.4902 	EXP 	text: autoDraw = True
64487.5279 	EXP 	Instructions_text: autoDraw = True
64487.5279 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.5279 	EXP 	text: autoDraw = True
64487.5415 	EXP 	Instructions_text: autoDraw = True
64487.5415 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.5415 	EXP 	text: autoDraw = True
64487.5756 	EXP 	Instructions_text: autoDraw = True
64487.5756 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.5756 	EXP 	text: autoDraw = True
64487.6096 	EXP 	Instructions_text: autoDraw = True
64487.6096 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.6096 	EXP 	text: autoDraw = True
64487.6235 	EXP 	Instructions_text: autoDraw = True
64487.6235 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.6235 	EXP 	text: autoDraw = True
64487.6401 	EXP 	Instructions_text: autoDraw = True
64487.6401 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.6401 	EXP 	text: autoDraw = True
64487.6567 	EXP 	Instructions_text: autoDraw = True
64487.6567 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.6567 	EXP 	text: autoDraw = True
64487.6735 	EXP 	Instructions_text: autoDraw = True
64487.6735 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.6735 	EXP 	text: autoDraw = True
64487.6902 	EXP 	Instructions_text: autoDraw = True
64487.6902 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.6902 	EXP 	text: autoDraw = True
64487.7068 	EXP 	Instructions_text: autoDraw = True
64487.7068 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.7068 	EXP 	text: autoDraw = True
64487.7235 	EXP 	Instructions_text: autoDraw = True
64487.7235 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.7235 	EXP 	text: autoDraw = True
64487.7401 	EXP 	Instructions_text: autoDraw = True
64487.7401 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.7401 	EXP 	text: autoDraw = True
64487.7567 	EXP 	Instructions_text: autoDraw = True
64487.7567 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.7567 	EXP 	text: autoDraw = True
64487.7734 	EXP 	Instructions_text: autoDraw = True
64487.7734 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.7734 	EXP 	text: autoDraw = True
64487.7901 	EXP 	Instructions_text: autoDraw = True
64487.7901 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.7901 	EXP 	text: autoDraw = True
64487.8068 	EXP 	Instructions_text: autoDraw = True
64487.8068 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.8068 	EXP 	text: autoDraw = True
64487.8235 	EXP 	Instructions_text: autoDraw = True
64487.8235 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.8235 	EXP 	text: autoDraw = True
64487.8401 	EXP 	Instructions_text: autoDraw = True
64487.8401 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.8401 	EXP 	text: autoDraw = True
64487.8779 	EXP 	Instructions_text: autoDraw = True
64487.8779 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.8779 	EXP 	text: autoDraw = True
64487.8905 	EXP 	Instructions_text: autoDraw = True
64487.8905 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.8905 	EXP 	text: autoDraw = True
64487.9067 	EXP 	Instructions_text: autoDraw = True
64487.9067 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.9067 	EXP 	text: autoDraw = True
64487.9235 	EXP 	Instructions_text: autoDraw = True
64487.9235 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.9235 	EXP 	text: autoDraw = True
64487.9401 	EXP 	Instructions_text: autoDraw = True
64487.9401 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.9401 	EXP 	text: autoDraw = True
64487.9568 	EXP 	Instructions_text: autoDraw = True
64487.9568 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.9568 	EXP 	text: autoDraw = True
64487.9734 	EXP 	Instructions_text: autoDraw = True
64487.9734 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.9734 	EXP 	text: autoDraw = True
64487.9901 	EXP 	Instructions_text: autoDraw = True
64487.9901 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64487.9901 	EXP 	text: autoDraw = True
64488.0068 	EXP 	Instructions_text: autoDraw = True
64488.0068 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.0068 	EXP 	text: autoDraw = True
64488.0234 	EXP 	Instructions_text: autoDraw = True
64488.0234 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.0234 	EXP 	text: autoDraw = True
64488.0403 	EXP 	Instructions_text: autoDraw = True
64488.0403 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.0403 	EXP 	text: autoDraw = True
64488.0569 	EXP 	Instructions_text: autoDraw = True
64488.0569 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.0569 	EXP 	text: autoDraw = True
64488.0591 	DATA 	Keypress: right
64488.0967 	EXP 	Instructions_text: autoDraw = True
64488.0967 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.0967 	EXP 	text: autoDraw = True
64488.1072 	EXP 	Instructions_text: autoDraw = True
64488.1072 	EXP 	text: autoDraw = True
64488.1236 	EXP 	Instructions_text: autoDraw = True
64488.1236 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.1236 	EXP 	text: autoDraw = True
64488.1402 	EXP 	Instructions_text: autoDraw = True
64488.1402 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.1402 	EXP 	text: autoDraw = True
64488.1568 	EXP 	Instructions_text: autoDraw = True
64488.1568 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.1568 	EXP 	text: autoDraw = True
64488.1735 	EXP 	Instructions_text: autoDraw = True
64488.1735 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.1735 	EXP 	text: autoDraw = True
64488.1902 	EXP 	Instructions_text: autoDraw = True
64488.1902 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.1902 	EXP 	text: autoDraw = True
64488.2068 	EXP 	Instructions_text: autoDraw = True
64488.2068 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.2068 	EXP 	text: autoDraw = True
64488.2235 	EXP 	Instructions_text: autoDraw = True
64488.2235 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.2235 	EXP 	text: autoDraw = True
64488.2402 	EXP 	Instructions_text: autoDraw = True
64488.2402 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.2402 	EXP 	text: autoDraw = True
64488.2569 	EXP 	Instructions_text: autoDraw = True
64488.2569 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.2569 	EXP 	text: autoDraw = True
64488.2963 	EXP 	Instructions_text: autoDraw = True
64488.2963 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.2963 	EXP 	text: autoDraw = True
64488.3071 	EXP 	Instructions_text: autoDraw = True
64488.3071 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.3071 	EXP 	text: autoDraw = True
64488.3235 	EXP 	Instructions_text: autoDraw = True
64488.3235 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.3235 	EXP 	text: autoDraw = True
64488.3401 	EXP 	Instructions_text: autoDraw = True
64488.3401 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.3401 	EXP 	text: autoDraw = True
64488.3568 	EXP 	Instructions_text: autoDraw = True
64488.3568 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.3568 	EXP 	text: autoDraw = True
64488.3734 	EXP 	Instructions_text: autoDraw = True
64488.3734 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.3734 	EXP 	text: autoDraw = True
64488.3901 	EXP 	Instructions_text: autoDraw = True
64488.3901 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.3901 	EXP 	text: autoDraw = True
64488.4068 	EXP 	Instructions_text: autoDraw = True
64488.4068 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.4068 	EXP 	text: autoDraw = True
64488.4234 	EXP 	Instructions_text: autoDraw = True
64488.4234 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.4234 	EXP 	text: autoDraw = True
64488.4402 	EXP 	Instructions_text: autoDraw = True
64488.4402 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.4402 	EXP 	text: autoDraw = True
64488.4568 	EXP 	Instructions_text: autoDraw = True
64488.4568 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.4568 	EXP 	text: autoDraw = True
64488.4734 	EXP 	Instructions_text: autoDraw = True
64488.4734 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.4734 	EXP 	text: autoDraw = True
64488.4901 	EXP 	Instructions_text: autoDraw = True
64488.4901 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.4901 	EXP 	text: autoDraw = True
64488.5069 	EXP 	Instructions_text: autoDraw = True
64488.5069 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.5069 	EXP 	text: autoDraw = True
64488.5235 	EXP 	Instructions_text: autoDraw = True
64488.5235 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.5235 	EXP 	text: autoDraw = True
64488.5402 	EXP 	Instructions_text: autoDraw = True
64488.5402 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.5402 	EXP 	text: autoDraw = True
64488.5569 	EXP 	Instructions_text: autoDraw = True
64488.5569 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.5569 	EXP 	text: autoDraw = True
64488.5735 	EXP 	Instructions_text: autoDraw = True
64488.5735 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.5735 	EXP 	text: autoDraw = True
64488.5905 	EXP 	Instructions_text: autoDraw = True
64488.5905 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.5905 	EXP 	text: autoDraw = True
64488.6084 	EXP 	Instructions_text: autoDraw = True
64488.6084 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.6084 	EXP 	text: autoDraw = True
64488.6234 	EXP 	Instructions_text: autoDraw = True
64488.6234 	EXP 	text: text = '\n<<Чтобы просмотреть предыдущий слайд с инструкцией, нажмите стрелку влево>>\n<<Слайд 10 из 10>>'
64488.6234 	EXP 	text: autoDraw = True
64488.6403 	EXP 	Instructions_text: autoDraw = True
